id,repo_name,domain,primitive_type,concept,foundational_primitive,first_commit_mvp,starter_command,status,license,contribution_path
79,signal-trust-atelier,Trust & Safety Infrastructure,atelier,"A creative workbench for composing artifacts related to digital systems that are safer, auditable, and morally inspectable.",Atelier for trust systems,Asset pipeline + previewer,mkdir signal-trust-atelier && cd signal-trust-atelier && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
80,catalyst-trust-garden,Trust & Safety Infrastructure,garden,"A growth system that nurtures small contributions into mature assets for digital systems that are safer, auditable, and morally inspectable.",Garden for trust systems,Contribution tracker,mkdir catalyst-trust-garden && cd catalyst-trust-garden && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
81,nexus-trust-compass,Trust & Safety Infrastructure,compass,"A decision-support compass that scores options within digital systems that are safer, auditable, and morally inspectable.",Compass for trust systems,Scoring model + examples,mkdir nexus-trust-compass && cd nexus-trust-compass && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
82,oracle-trust-pulse,Trust & Safety Infrastructure,pulse,"A real-time pulse monitor for health signals in digital systems that are safer, auditable, and morally inspectable.",Pulse for trust systems,Metrics collector + UI,mkdir oracle-trust-pulse && cd oracle-trust-pulse && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
83,saffron-trust-ritual,Trust & Safety Infrastructure,ritual,"A repeatable operating ritual that structures recurring work in digital systems that are safer, auditable, and morally inspectable.",Ritual for trust systems,Checklist engine + logs,mkdir saffron-trust-ritual && cd saffron-trust-ritual && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
84,echo-trust-scaffold,Trust & Safety Infrastructure,scaffold,"A repo scaffold that makes digital systems that are safer, auditable, and morally inspectable production-ready from the first commit.",Scaffold for trust systems,Starter repo + docs,mkdir echo-trust-scaffold && cd echo-trust-scaffold && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
85,source-trust-archive,Trust & Safety Infrastructure,archive,"A durable archive that preserves versions, context, and annotations for digital systems that are safer, auditable, and morally inspectable.",Archive for trust systems,Archive layout + viewer,mkdir source-trust-archive && cd source-trust-archive && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
86,lattice-trust-resolver,Trust & Safety Infrastructure,resolver,"A conflict resolver that reconciles competing constraints in digital systems that are safer, auditable, and morally inspectable.",Resolver for trust systems,Resolution rules + tests,mkdir lattice-trust-resolver && cd lattice-trust-resolver && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
87,vector-trust-beacon,Trust & Safety Infrastructure,beacon,"A lightweight broadcast mechanism for publishing trusted signals about digital systems that are safer, auditable, and morally inspectable.",Beacon for trust systems,Pub/sub demo,mkdir vector-trust-beacon && cd vector-trust-beacon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
88,veritas-trust-mixer,Trust & Safety Infrastructure,mixer,"A composition engine that blends modules and data streams for digital systems that are safer, auditable, and morally inspectable.",Mixer for trust systems,Mixer API + examples,mkdir veritas-trust-mixer && cd veritas-trust-mixer && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
89,basalt-trust-contract,Trust & Safety Infrastructure,contract,"A machine-readable contract format for roles, limits, and guarantees in digital systems that are safer, auditable, and morally inspectable.",Contract for trust systems,Contract schema + linter,mkdir basalt-trust-contract && cd basalt-trust-contract && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
90,meridian-trust-sentry,Trust & Safety Infrastructure,sentry,"A sentry that flags anomalies and unsafe transitions in digital systems that are safer, auditable, and morally inspectable.",Sentry for trust systems,Detector + alert mock,mkdir meridian-trust-sentry && cd meridian-trust-sentry && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
91,verdant-trust-loom,Trust & Safety Infrastructure,loom,"A weaving engine that turns fragmented inputs into coherent flows for digital systems that are safer, auditable, and morally inspectable.",Loom for trust systems,Flow builder + examples,mkdir verdant-trust-loom && cd verdant-trust-loom && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
92,steward-trust-prism,Trust & Safety Infrastructure,prism,"A multi-perspective review system for evaluating digital systems that are safer, auditable, and morally inspectable.",Prism for trust systems,Review rubric + UI,mkdir steward-trust-prism && cd steward-trust-prism && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
93,terra-trust-turbine,Trust & Safety Infrastructure,turbine,"A momentum engine that converts small signals into prioritized work for digital systems that are safer, auditable, and morally inspectable.",Turbine for trust systems,Prioritizer + queue,mkdir terra-trust-turbine && cd terra-trust-turbine && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
94,kindred-trust-dock,Trust & Safety Infrastructure,dock,"A docking standard that lets plugins attach cleanly to digital systems that are safer, auditable, and morally inspectable.",Dock for trust systems,Plugin API + sample plugin,mkdir kindred-trust-dock && cd kindred-trust-dock && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
95,open-trust-seedbank,Trust & Safety Infrastructure,seedbank,"A seedbank of reusable primitives, prompts, schemas, and tests for digital systems that are safer, auditable, and morally inspectable.",Seedbank for trust systems,Library + search,mkdir open-trust-seedbank && cd open-trust-seedbank && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
96,aurora-trust-scorecard,Trust & Safety Infrastructure,scorecard,"A scorecard system that converts qualitative outcomes into inspectable measures for digital systems that are safer, auditable, and morally inspectable.",Scorecard for trust systems,Metrics schema + report,mkdir aurora-trust-scorecard && cd aurora-trust-scorecard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
97,cobalt-trust-constellation,Trust & Safety Infrastructure,constellation,"A constellation view that links projects, people, and artifacts in digital systems that are safer, auditable, and morally inspectable.",Constellation for trust systems,Entity model + graph UI,mkdir cobalt-trust-constellation && cd cobalt-trust-constellation && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
98,praxis-trust-relay,Trust & Safety Infrastructure,relay,"A reliable relay for moving messages, context, and tasks across digital systems that are safer, auditable, and morally inspectable.",Relay for trust systems,Message bus + retries,mkdir praxis-trust-relay && cd praxis-trust-relay && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
99,humane-trust-calibrator,Trust & Safety Infrastructure,calibrator,"A calibration suite that tunes thresholds and expectations for digital systems that are safer, auditable, and morally inspectable.",Calibrator for trust systems,Calibration tests + chart,mkdir humane-trust-calibrator && cd humane-trust-calibrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
100,neon-trust-codex,Trust & Safety Infrastructure,codex,"A living codex that stores principles, examples, and reference patterns for digital systems that are safer, auditable, and morally inspectable.",Codex for trust systems,Docs engine + examples,mkdir neon-trust-codex && cd neon-trust-codex && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
101,chrono-git-protocol,Git-Native Developer Tools,protocol,"A protocol that standardizes repositories that behave like living, self-documenting build systems across independent tools.",Protocol for git systems,Spec draft + reference validator,mkdir chrono-git-protocol && cd chrono-git-protocol && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
102,harbor-git-kernel,Git-Native Developer Tools,kernel,"A minimal runtime kernel for repositories that behave like living, self-documenting build systems without vendor lock-in.",Kernel for git systems,Core runtime + CLI,mkdir harbor-git-kernel && cd harbor-git-kernel && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
103,quartz-git-ledger,Git-Native Developer Tools,ledger,"An append-only event ledger for repositories that behave like living, self-documenting build systems with replayable history.",Ledger for git systems,Event schema + replay demo,mkdir quartz-git-ledger && cd quartz-git-ledger && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
